text,label
"preposterous and tedious , sonny is spiked with unintentional laughter that , unfortunately , occurs too infrequently to make the film even a guilty pleasure .",0
"this is not an easy film . but it could be , by its art and heart , a necessary one .",1
"go , girls , right down the reality drain .",0
"both an admirable reconstruction of terrible events , and a fitting memorial to the dead of that day , and of the thousands thereafter .",1
"hard as this may be to believe , here on earth , a surprisingly similar teen drama , was a better film .",0
you can sip your vintage wines and watch your merchant ivory productions ; i'll settle for a nice cool glass of iced tea and a jerry bruckheimer flick any day of the week .,1
"it's badly acted , blandly directed , and could have been scripted by someone who just graduated from elementary school .",0
it turns out to be smarter and more diabolical than you could have guessed at the beginning .,1
tsai convincingly paints a specifically urban sense of disassociation here .,1
"it's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that .",0
we get some truly unique character studies and a cross-section of americana that hollywood couldn't possibly fictionalize and be believed .,1
"intriguing and beautiful film , but those of you who read the book are likely to be disappointed .",1
it's as if de palma spent an hour setting a fancy table and then served up kraft macaroni and cheese .,0
"at just over an hour , home movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face .",1
"brutally honest and told with humor and poignancy , which makes its message resonate .",1
"the actors are appealing , but elysian fields is idiotic and absurdly sentimental .",0
"by halfway through this picture i was beginning to hate it , and , of course , feeling guilty for it . . . . then , miracle of miracles , the movie does a flip-flop .",0
"meeting , even exceeding expectations , it's the best sequel since the empire strikes back . . . a majestic achievement , an epic of astonishing grandeur and surprising emotional depth .",1
"as violent , profane and exploitative as the most offensive action flick you've ever seen .",0
it's tough to be startled when you're almost dozing .,0
disappointing in comparison to other recent war movies…or any other john woo flick for that matter .,0
this often-hilarious farce manages to generate the belly laughs of lowbrow comedy without sacrificing its high-minded appeal .,1
"demme gets a lot of flavor and spice into his charade remake , but he can't disguise that he's spiffing up leftovers that aren't so substantial or fresh .",0
"it's a brave attempt to tap into the heartbeat of the world , a salute to the universal language of rhythm and a zippy sampling of sounds .",1
"there are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it's a welcome return to the roots of a genre that should depend on surprises .",1
it's fitting that a movie as artificial and soulless as the country bears owes its genesis to an animatronic display at disneyland .,0
"[it's] a prison soccer movie starring charismatic tough guy vinnie jones , but it had too much spitting for me to enjoy .",0
most of the movie is so deadly dull that watching the proverbial paint dry would be a welcome improvement .,0
blithely anachronistic and slyly achronological .,1
"sets up a nice concept for its fiftysomething leading ladies , but fails loudly in execution .",0
"while this one gets off with a good natured warning , future lizard endeavors will need to adhere more closely to the laws of laughter",0
"it's a lot to ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as phoenix's .",0
"we never really feel involved with the story , as all of its ideas remain just that : abstract ideas .",0
"to the civilized mind , a movie like ballistic : ecks vs . sever is more of an ordeal than an amusement .",0
godawful boring slug of a movie .,0
the central character isn't complex enough to hold our interest .,0
"mattei so completely loses himself to the film's circular structure to ever offer any insightful discourse on , well , love in the time of money .",0
[fessenden] is much more into ambiguity and creating mood than he is for on screen thrills,1
consistently clever and suspenseful .,1
"being author wells' great-grandson , you'd think filmmaker simon wells would have more reverence for the material . but this costly dud is a far cry from either the book or the beloved film .",0
what was subtle and mystifying in the novella is now broad and farcical .,0
is it a comedy ? a drama ? a romance ? a cartoon ?,0
"the actors are simply too good , and the story too intriguing , for technical flaws to get in the way .",1
confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it .,0
"a slick , engrossing melodrama .",1
"so routine , familiar and predictable , it raises the possibility that it wrote itself as a newly automated final draft computer program .",0
"what full frontal lacks in thematic coherence it largely makes up for as loosey-goosey , experimental entertainment . still , i'm not quite sure what the point is…",1
the last three narcissists left on earth compete for each others' affections .,0
"even in terms of the low-grade cheese standards on which it operates , it never quite makes the grade as tawdry trash .",0
"star trek was kind of terrific once , but now it is a copy of a copy of a copy .",0
"despite the predictable parent vs . child coming-of-age theme , first-class , natural acting and a look at "" the real americans "" make this a charmer .",1
"several of steven soderbergh's earlier films were hailed as the works of an artist . sadly , full frontal plays like the work of a dilettante .",0
a film of quiet power .,1
"scotland , pa . blurs the line between black comedy and black hole .",0
wanker goths are on the loose ! run for your lives !,0
this is carion's debut feature but his script and direction hums with a confidence that many spend entire careers trying to reach .,1
"at the one-hour mark , herzog simply runs out of ideas and the pace turns positively leaden as the movie sputters to its inevitable tragic conclusion .",0
"one-sided documentary offers simplistic explanations to a very complex situation . . . . stylistically , the movie is a disaster .",0
"it's the kind of movie you can't quite recommend because it is all windup and not much of a pitch , yet you can't bring yourself to dislike it .",0
"the rest of the plot is impossible to explain without blowing whatever tension there is , although it's more comedy than suspense de palma creates .",0
me without you has a bracing truth that's refreshing after the phoniness of female-bonding pictures like divine secrets of the ya-ya sisterhood .,1
"fred schepisi's film is paced at a speed that is slow to those of us in middle age and deathly slow to any teen . with a cast of a-list brit actors , it is worth searching out .",1
two badly interlocked stories drowned by all too clever complexity .,0
possibly the most irresponsible picture ever released by a major film studio .,0
"opens at a funeral , ends on the protagonist's death bed and doesn't get much livelier in the three hours in between .",0
there ain't a lot more painful than an unfunny movie that thinks it's hilarious .,0
"essentially "" fatal attraction "" remade for viewers who were in diapers when the original was released in 1987 . . . . this story gets sillier , not scarier , as it goes along . . .",0
"the wonder of mostly martha is the performance of gedeck , who makes martha enormously endearing .",1
sayles . . . once again strands his superb performers in the same old story .,0
"audiences conditioned to getting weepy over saucer-eyed , downy-cheeked moppets and their empathetic caretakers will probably feel emotionally cheated by the film's tart , sugar-free wit .",1
you get the impression that writer and director burr steers knows the territory . . . but his sense of humor has yet to lose the smug self-satisfaction usually associated with the better private schools .,0
"'dragonfly' dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy dialogue .",0
"exhilarating , funny and fun .",1
"while the story's undeniably hard to follow , iwai's gorgeous visuals seduce .",1
just a collection of this and that -- whatever fills time -- with no unified whole .,0
it helps that lil bow wow . . . tones down his pint-sized gangsta act to play someone who resembles a real kid .,1
"tadpole may be one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother .",1
a picture as erratic as its central character .,0
disturbing and brilliant documentary .,1
"nair's cast is so large it's altman-esque , but she deftly spins the multiple stories in a vibrant and intoxicating fashion .",1
a film that should be relegated to a dark video store corner is somehow making its way instead to theaters . it's hard to imagine acting that could be any flatter .,0
"if s&m seems like a strange route to true love , maybe it is , but it's to this film's ( and its makers' ) credit that we believe that that's exactly what these two people need to find each other -- and themselves .",1
the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life .,0
"it's not a bad premise , just a bad movie .",0
"baran is shockingly devoid of your typical majid majidi shoe-loving , crippled children .",1
mark pellington's latest pop thriller is as kooky and overeager as it is spooky and subtly in love with myth .,1
needs more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion 'grandeur' shots and quick-cut edits that often detract from the athleticism .,0
familiar but utterly delightful .,1
a zinger-filled crowd-pleaser that open-minded elvis fans ( but by no means all ) will have fun with .,1
"lejos del paraíso es al mismo tiempo una fiesta para los ojos y oídos y un movilizador cuadro de personajes enfrentados a sus propios deseos , miedos y prejuicios .",1
garcia and the other actors help make the wobbly premise work .,1
"the movie ultimately relies a bit too heavily on grandstanding , emotional , rocky-like moments . . . but it's such a warm and charming package that you'll feel too happy to argue much .",1
hip-hop prison thriller of stupefying absurdity .,0
"ozpetek offers an aids subtext , skims over the realities of gay sex , and presents yet another tired old vision of the gay community as an all-inclusive world where uptight , middle class bores like antonia can feel good about themselves .",0
"if kaufman kept cameron diaz a prisoner in a cage with her ape , in his latest , he'd have them mate .",0
the pianist is the film roman polanski may have been born to make .,1
"a subtle , humorous , illuminating study of politics , power and social mobility .",1
[a] shapeless blob of desperate entertainment .,0
"though the violence is far less sadistic than usual , the film is typical miike : fast , furious and full of off-the-cuff imaginative flourishes .",1
detox is ultimately a pointless endeavor .,0
it's an experience in understanding a unique culture that is presented with universal appeal .,1
"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion .",1
"more honest about alzheimer's disease , i think , than iris .",1
execrable .,0
graham greene's novel of colonialism and empire is elevated by michael caine's performance as a weary journalist in a changing world .,1
what better message than 'love thyself' could young women of any size receive ?,1
just a bloody mess .,0
an incoherent jumble of a film that's rarely as entertaining as it could have been .,0
the 50-something lovebirds are too immature and unappealing to care about .,0
"the movie enters a realm where few non-porn films venture , and comes across as darkly funny , energetic , and surprisingly gentle .",1
"like mike isn't going to make box office money that makes michael jordan jealous , but it has some cute moments , funny scenes , and hits the target audience ( young bow wow fans ) - with nothing but net .",1
one of those joyous films that leaps over national boundaries and celebrates universal human nature .,1
none of birthday girl's calculated events take us by surprise . . .,0
"eastwood winces , clutches his chest and gasps for breath . it's a spectacular performance - ahem , we hope it's only acting .",0
"for decades we've marveled at disney's rendering of water , snow , flames and shadows in a hand-drawn animated world . prepare to marvel again .",1
"this is a terrific character study , a probe into the life of a complex man .",1
the next generation of mob movie . part low rent godfather . part three stooges .,1
delightfully rendered,1
"as with so many merchandised-to-the-max movies of this type , more time appears to have gone into recruiting the right bands for the playlist and the costuming of the stars than into the script , which has a handful of smart jokes and not much else .",0
a compelling motion picture that illustrates an american tragedy .,1
"as quiet , patient and tenacious as mr . lopez himself , who approaches his difficult , endless work with remarkable serenity and discipline .",1
the movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that's all too rare in hollywood's hastier productions .,1
"it's up to you to decide whether to admire these people's dedication to their cause or be repelled by their dogmatism , manipulativeness and narrow , fearful view of american life .",1
brilliantly explores the conflict between following one's heart and following the demands of tradition .,1
"a fine documentary can be distinguished from a mediocre one by the better film's ability to make its subject interesting to those who aren't part of its supposed target audience . judging by those standards , 'scratch' is a pretty decent little documentary .",1
"there's really only one good idea in this movie , but the director runs with it and presents it with an unforgettable visual panache .",1
a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) .,0
"no amount of burning , blasting , stabbing , and shooting can hide a weak script .",0
"this is a story that zings all the way through with originality , humour and pathos .",1
this feature is about as necessary as a hole in the head,0
"feature debuter d . j . caruso directs a crack ensemble cast , bringing screenwriter tony gayton's narcotics noir to life .",1
the film is a verbal duel between two gifted performers .,1
nothing more than four or five mild chuckles surrounded by 86 minutes of overly-familiar and poorly-constructed comedy .,0
i walked away from this new version of e . t . just as i hoped i would -- with moist eyes .,1
"in a movie full of surprises , the biggest is that secret ballot is a comedy , both gentle and biting .",1
"simplistic , silly and tedious .",0
"beautiful , angry and sad , with a curious sick poetry , as if the marquis de sade had gone in for pastel landscapes .",1
"it can't decide if it wants to be a mystery/thriller , a romance or a comedy .",0
"every bit as bogus as most disney live action family movies are -- no real plot , no real conflict , no real point .",0
"not for the prurient or squeamish , it's a daring if overlong examination of an idolized culture , self-loathing and sexual politics .",1
brian tufano's handsome widescreen photography and paul grabowsky's excellent music turn this fairly parochial melodrama into something really rather special .,1
"i can't say that i liked homeboy ; it'd be more accurate to say that i found it intriguing , bizarre , dogma-like in spots - and quite truthful , in its way .",1
demeo is not without talent ; he just needs better material .,0
the film will appeal to discovery channel fans and will surely widen the perspective of those of us who see the continent through rose-colored glasses .,1
"after an uncertain start , murder hits and generally sustains a higher plateau with bullock's memorable first interrogation of gosling .",1
. . . the kind of movie you see because the theater has air conditioning .,0
melanie eventually slugs the yankee . too bad the former murphy brown doesn't pop reese back .,0
the rare imax movie that you'll wish was longer than an hour .,1
"not as well-written as sexy beast , not as gloriously flippant as lock , stock and two smoking barrels , but stylish and moody and exceptionally well-acted .",1
""" birthday girl "" is an actor's movie first and foremost .",1
"when it comes to the battle of hollywood vs . woo , it looks like woo's a p . o . w .",0
"takes a clunky tv-movie approach to detailing a chapter in the life of the celebrated irish playwright , poet and drinker .",0
"samira makhmalbaf's new film blackboards is much like the ethos of a stream of consciousness , although , it's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal",0
it's a movie -- and an album -- you won't want to miss .,1
"i know i shouldn't have laughed , but hey , those farts got to my inner nine-year-old .",1
a movie that falls victim to frazzled wackiness and frayed satire .,0
"the movie addresses a hungry need for pg-rated , nonthreatening family movies , but it doesn't go too much further .",1
a lame romantic comedy about an unsympathetic character and someone who would not likely be so stupid as to get involved with her .,0
i'd be lying if i said my ribcage didn't ache by the end of kung pow .,1
polished korean political-action film is just as good -- and bad -- as hollywood action epics . is this progress ?,1
"jose campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor , bittersweet pathos , and lyric moments that linger like snapshots of memory .",1
"velocity represents everything wrong with ''independent film'' as a commodified , sold-out concept on the american filmmaking scene .",0
its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks .,0
just too silly and sophomoric to ensnare its target audience .,0
"i'm sure if you're a hartley fan , you might enjoy yourself . . . me , i didn't care for it .",0
this dramatically shaky contest of wills only reiterates the old hollywood saw : evil is interesting and good is boring .,0
"too often , son of the bride becomes an exercise in trying to predict when a preordained "" big moment "" will occur and not "" if . """,1
"although german cooking does not come readily to mind when considering the world's best cuisine , mostly martha could make deutchland a popular destination for hungry tourists .",1
what a bewilderingly brilliant and entertaining movie this is .,1
kinnear and dafoe give what may be the performances of their careers .,1
"sets animation back 30 years , musicals back 40 years and judaism back at least 50 .",0
[it's] a clever thriller with enough unexpected twists to keep our interest .,1
10 minutes into the film you'll be white-knuckled and unable to look away .,1
"affectionately reminds us that , in any language , the huge stuff in life can usually be traced back to the little things .",1
"a clash between the artificial structure of the story and the more contemporary , naturalistic tone of the film . . .",0
"rumor , a muddled drama about coming to terms with death , feels impersonal , almost generic .",0
the santa clause 2's plot may sound like it was co-written by mattel executives and lobbyists for the tinsel industry .,0
"[two] fairly dull -- contrasting and interlocking stories about miserable scandinavian settlers in 18th-century canada , and yuppie sailboaters in the here and now .",0
"grant gets to display his cadness to perfection , but also to show acting range that may surprise some who thought light-hearted comedy was his forte .",1
i know that i'll never listen to marvin gaye or the supremes the same way again,1
"like shrek , spirit's visual imagination reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world .",1
"'aunque recurre a ciertos clichés del género , la poderosa actuación de robin williams perdona las fallas del guión . '",1
predictable storyline and by-the-book scripting is all but washed away by sumptuous ocean visuals and the cinematic stylings of director john stockwell .,1
a budget affair that exposes the generally sad existence of the bedouins while providing a precious twinkle of insight into their lives .,1
degenerates into hogwash .,0
there's not one decent performance from the cast and not one clever line of dialogue .,0
"add yet another hat to a talented head , clooney's a good director .",1
a forceful drama of an alienated executive who re-invents himself .,1
"it doesn't help that the director and cinematographer stephen kazmierski shoot on grungy video , giving the whole thing a dirty , tasteless feel .",0
"thanks to the château's balance of whimsicality , narrative discipline and serious improvisation , almost every relationship and personality in the film yields surprises .",1
"although made on a shoestring and unevenly acted , conjures a lynch-like vision of the rotting underbelly of middle america .",1
a sustained fest of self-congratulation between actor and director that leaves scant place for the viewer .,0
the lack of opposing viewpoints soon grows tiresome -- the film feels more like a series of toasts at a testimonial dinner than a documentary .,0
"boasts a handful of virtuosic set pieces and offers a fair amount of trashy , kinky fun .",1
an enjoyable experience .,1
everything that was right about blade is wrong in its sequel .,0
a selection of scenes in search of a movie .,0
"if we're to slap protagonist genevieve leplouff because she's french , do we have that same option to slap her creators because they're clueless and inept ?",0
drowning's too good for this sucker .,0
part of the charm of satin rouge is that it avoids the obvious with humour and lightness .,1
"it's dull , spiritless , silly and monotonous : an ultra-loud blast of pointless mayhem , going nowhere fast .",0
credibility sinks into a mire of sentiment .,0
"an intelligent , moving and invigorating film .",1
"everything you loved about it in 1982 is still there , for everybody who wants to be a kid again , or show it to their own kids .",1
"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .",0
this is really just another genre picture .,0
an edifying glimpse into the wit and revolutionary spirit of these performers and their era .,1
as simple and innocent a movie as you can imagine . this is a movie you can trust .,1
"although no pastry is violated , this nasty comedy pokes fun at the same easy targets as other rowdy raunch-fests -- farts , boobs , unmentionables -- without much success .",0
what a great way to spend 4 units of your day .,1
"this isn't exactly profound cinema , but it's good-natured and sometimes quite funny .",1
"enchanted with low-life tragedy and liberally seasoned with emotional outbursts . . . what is sorely missing , however , is the edge of wild , lunatic invention that we associate with cage's best acting .",0
"seagal ran out of movies years ago , and this is just the proof .",0
"jae-eun jeong's take care of my cat brings a beguiling freshness to a coming-of-age story with such a buoyant , expressive flow of images that it emerges as another key contribution to the flowering of the south korean cinema .",1
"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie .",0
adaptation is simply brilliant .,1
you may be galled that you've wasted nearly two hours of your own precious life with this silly little puddle of a movie .,0
"feels shrill , simple and soapy .",0
certainly the performances are worthwhile .,1
i loved the look of this film .,1
"halfway through , however , having sucked dry the undead action flick formula , blade ii mutates into a gross-out monster movie with effects that are more silly than scary .",0
"a jumbled fantasy comedy that did not figure out a coherent game plan at scripting , shooting or post-production stages .",0
"such a fine idea for a film , and such a stultifying , lifeless execution .",0
"if you're willing to have fun with it , you won't feel cheated by the high infidelity of unfaithful .",1
"if this is an example of the type of project that robert redford's lab is willing to lend its imprimatur to , then perhaps it's time to rethink independent films .",0
with its parade of almost perpetually wasted characters . . . margarita feels like a hazy high that takes too long to shake .,0
"puportedly "" based on true events , "" a convolution of language that suggests it's impossible to claim that it is "" based on a true story "" with a straight face .",0
you never know where changing lanes is going to take you but it's a heck of a ride . samuel l . jackson is one of the best actors there is .,1
"the whole damn thing is ripe for the jerry springer crowd . it's all pretty cynical and condescending , too .",0
"as is most commonly case with projects such noble and lofty ambitions , the film is less poetic than simply pretentious .",0
"the movie has a soft , percolating magic , a deadpan suspense .",1
like the chilled breath of oral storytelling frozen onto film .,1
"it's a familiar story , but one that is presented with great sympathy and intelligence .",1
bring on the sequel .,1
it drowns in sap .,0
"gran historia sobre el amor , la familia , la lealtad y la traición que seguramente se convertirá en un nuevo clásico del género .",1
"a terrific date movie , whatever your orientation .",1
a gripping documentary that reveals how deep the antagonism lies in war-torn jerusalem .,1
an estrogen opera so intensely feminine that it serves as the antidote ( and cannier doppelganger ) to diesel's xxx flex-a-thon .,1
the script is too mainstream and the psychology too textbook to intrigue .,0
". . . is there a deeper , more direct connection between these women , one that spans time and reveals meaning ? you bet there is and it's what makes this rather convoluted journey worth taking .",1
"proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism . . . and still be a letdown if its twists and turns hold no more surprise than yesterday's weather report .",0
"despite an impressive roster of stars and direction from kathryn bigelow , the weight of water is oppressively heavy .",0
i'd be hard pressed to think of a film more cloyingly sappy than evelyn this year .,0
"a deliberative account of a lifestyle characterized by its surface-obsession – one that typifies the delirium of post , pre , and extant stardom .",1
"wonder , hope and magic can never escape the heart of the boy when the right movie comes along , especially if it begins with the name of star wars",1
"all the queen's men is a throwback war movie that fails on so many levels , it should pay reparations to viewers .",0
chan's stunts are limited and so embellished by editing that there's really not much of a sense of action or even action-comedy .,0
"with very little to add beyond the dark visions already relayed by superb recent predecessors like swimming with sharks and the player , this latest skewering . . . may put off insiders and outsiders alike .",0
"hey arnold ! the movie could have been made 40 years ago , and parents' appreciation of it may depend on whether they consider that a good thing .",0
the movie starts with a legend and ends with a story that is so far-fetched it would be impossible to believe if it weren't true . this is the stuff that disney movies are made of .,1
". . . is funny in the way that makes you ache with sadness ( the way chekhov is funny ) , profound without ever being self-important , warm without ever succumbing to sentimentality .",1
the picture is a primer on what happens when lack of know-how mixes with lack of give-a-damn .,0
"it's a pleasure to see seinfeld griping about the biz with buddies chris rock , garry shandling and colin quinn .",1
"[gosling's] combination of explosive physical energy and convincing intelligence helps create a complex , unpredictable character .",1
it's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of sarah and harrison .,1
becomes the last thing you would expect from a film with this title or indeed from any plympton film : boring .,0
"a positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a shakespearean tragedy or a juicy soap opera .",1
"'abandon all hope , ye who enter here' . . . you should definitely let dante's gloomy words be your guide .",0
"i'm sure the filmmakers found this a remarkable and novel concept , but anybody who has ever seen an independent film can report that it is instead a cheap cliché .",0
you're better off staying home and watching the x-files .,0
"shamelessly resorting to pee-related sight gags that might even cause tom green a grimace ; still , myer's energy and the silliness of it all eventually prevail",1
"if there's a way to effectively teach kids about the dangers of drugs , i think it's in projects like the ( unfortunately r-rated ) paid .",1
the impact of the armenian genocide is diluted by too much stage business in the modern day .,0
excruciatingly unfunny and pitifully unromantic .,0
the irwins' scenes are fascinating ; the movie as a whole is cheap junk and an insult to their death-defying efforts .,0
"too damn weird to pass up , and for the blacklight crowd , way cheaper ( and better ) than pink floyd tickets .",1
"since lee is a sentimentalist , the film is more worshipful than your random e ! true hollywood story .",0
a lyrical metaphor for cultural and personal self-discovery and a picaresque view of a little-remembered world .,1
the film provides some great insight into the neurotic mindset of all comics -- even those who have reached the absolute top of the game .,1
playfully profound . . . and crazier than michael jackson on the top floor of a skyscraper nursery surrounded by open windows .,1
the komediant is a tale worth catching .,1
"frei assembles a fascinating profile of a deeply humanistic artist who , in spite of all that he's witnessed , remains surprisingly idealistic , and retains an extraordinary faith in the ability of images to communicate the truth of the world around him .",1
let's cut to the consumer-advice bottom line : stay home .,0
"despite all the closed-door hanky-panky , the film is essentially juiceless .",0
"open-minded kids -- kids who read , kids who dream -- will be comforted by the way it deals with big issues like death and destiny .",1
"let's issue a moratorium , effective immediately , on treacly films about inspirational prep-school professors and the children they so heartwarmingly motivate .",0
there is greatness here .,1
a lot smarter than your average bond .,1
"mr . tsai is a very original artist in his medium , and what time is it there ? should be seen at the very least for its spasms of absurdist humor .",1
how do you spell cliché ?,0
a worthwhile way to spend two hours .,1
""" cremaster 3 "" should come with the warning "" for serious film buffs only ! """,1
"ultimately the project comes across as clinical , detached , uninvolving , possibly prompting audience members to wonder , 'what's the point ? '",0
"an extremely funny , ultimately heartbreaking look at life in contemporary china .",1
hilarious musical comedy though stymied by accents thick as mud .,0
"a solid cast , assured direction and complete lack of modern day irony .",1
"interesting , but not compelling .",0
"the acting is amateurish , the cinematography is atrocious , the direction is clumsy , the writing is insipid and the violence is at once luridly graphic and laughably unconvincing .",0
the film seems all but destined to pop up on a television screen in the background of a scene in a future quentin tarantino picture,0
that death is merely a transition is a common tenet in the world's religions . this deeply spiritual film taps into the meaning and consolation in afterlife communications .,1
it's secondary to american psycho but still has claws enough to get inside you and stay there for a couple of hours .,1
animated drivel meant to enhance the self-image of drooling idiots .,0
jonathan parker's bartleby should have been the be-all-end-all of the modern-office anomie films .,0
"was i scared ? only at the prospect of beck's next project . let's see , a haunted house , a haunted ship , what's next . . . ghost blimp ?",0
"without the dark spookiness of crystal lake camp , the horror concept completely loses its creepy menace .",0
schneidermeister . . . makin' a fool of himself . . . losin' his fan base . . .,0
heartwarming and gently comic even as the film breaks your heart .,1
"wanders all over the map thematically and stylistically , and borrows heavily from lynch , jeunet , and von trier while failing to find a spark of its own .",0
"reinforces the talents of screenwriter charlie kaufman , creator of adaptation and being john malkovich .",1
"a tightly directed , highly professional film that's old-fashioned in all the best possible ways .",1
the best film about baseball to hit theaters since field of dreams .,1
"a slight and obvious effort , even for one whose target demographic is likely still in the single digits , age-wise .",0
secret ballot is too contemplative to be really funny .,0
oscar caliber cast doesn't live up to material,0
"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable .",1
one of the most exciting action films to come out of china in recent years .,1
to say this was done better in wilder's some like it hot is like saying the sun rises in the east .,0
fun and nimble .,1
splendidly illustrates the ability of the human spirit to overcome adversity .,1
i'm not generally a fan of vegetables but this batch is pretty cute .,1
"a fitfully amusing romp that , if nothing else , will appeal to fans of malcolm in the middle and its pubescent star , frankie muniz .",0
the first bond movie in ages that isn't fake fun .,1
"although the sequel has all the outward elements of the original , the first film's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks .",0
damon brings the proper conviction to his role as [jason bourne] .,1
a movie of technical skill and rare depth of intellect and feeling .,1
. . . an inviting piece of film .,1
"this film is an act of spiritual faith -- an eloquent , deeply felt meditation on the nature of compassion .",1
"[city] reminds us how realistically nuanced a robert de niro performance can be when he is not more lucratively engaged in the shameless self-caricature of 'analyze this' ( 1999 ) and 'analyze that , ' promised ( or threatened ) for later this year .",1
"a disaster of a drama , saved only by its winged assailants .",0
it never fails to engage us .,1
i'm going to give it a marginal thumbs up . i liked it just enough .,1
a mixed bag of a comedy that can't really be described as out of this world .,0
"given the fact that virtually no one is bound to show up at theatres for it , the project should have been made for the tube .",0
a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes .,0
fudges fact and fancy with such confidence that we feel as if we're seeing something purer than the real thing .,1
"seeing as the film lacks momentum and its position remains mostly undeterminable , the director's experiment is a successful one .",0
"a study in shades of gray , offering itself up in subtle plot maneuvers . . .",1
"although the level of the comedy declines as the movie proceeds , there's no denying the fun of watching de niro and crystal having fun .",1
"the plot is plastered with one hollywood cliche after another , most of which involve precocious kids getting the better of obnoxious adults .",0
a plodding teen remake that's so mechanical you can smell the grease on the plot twists .,0
"it's an ambitious film , and as with all ambitious films , it has some problems . but on the whole , you're gonna like this movie .",1
an unexpectedly sweet story of sisterhood .,1
"peter jackson has done the nearly impossible . he has improved upon the first and taken it a step further , richer and deeper . what jackson has done is proven that no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery",1
"the heart of the film is a touching reflection on aging , suffering and the prospect of death .",1
smothered by its own solemnity .,0
"it has more in common with a fireworks display than a movie , which normally is expected to have characters and a storyline .",0
