text,label
Which microbe carry the deadliest diseases ?,0
What is the relationship between ant and aphid ?,1
Is crab meat healthy to eat ?,1
Are buzzards decomposer ?,0
What did bartholomew dias look like ?,1
What is punishment for underage sex ?,1
What causes a cell to swell necause of osmosis ?,0
How important was the digital compact disk ?,1
What is Earthquake P waves ?,0
What date did the Gaza problem start ?,1
Who are Californias US Representative and US Senators ?,0
What type of star is Rigel Kent ?,1
What is nasal trachoma ?,1
What is difference between a grand hury and a petit jury ?,0
What was the first precedent that was set by George Washington ?,1
What city was basketball originatly played ?,0
Who is the largest retailer ?,1
Two results of the US adoption in the 18th admendment ?,0
What is the importance of the Treaty ofNanking ?,0
What is an interesting fact about protist ?,0
How do you make refried beans from pinto beans ?,1
Brief history of apj abdul kalam ?,0
What is the theme music for k-ville ?,1
How many atoms does a speck of dust have ?,1
Required subjects to become a paediatrician ?,0
How do you remove headrest on 2006 cobalt ?,1
How did Socrates ' students feel about him going into trial ?,1
What is equivalent to 1 meter ?,1
Who does abdul like ?,0
What are the responsibilities of a creative writer ?,1
Average newborn hand size ?,0
How do you remove the fan clutch off a 1997 for explorer ?,0
Are airsoft guns banned in australia ?,1
How do you find the golden crown on bin weevils ?,1
President General ford 's original name ?,1
Where can you find a resource map of the thirteen colonies ?,1
Max age limit to obtain pilot license ?,0
Where is the PCV valve located on a 2001 nissan altima ?,1
What do meerkats eats ?,1
Words that end in erer ?,0
In the movie Cinderella where does she live ?,1
What exactly is an asylum seeker ?,1
What language is used in Zambia ?,1
Avril favorite place ?,0
How do Glucose and Oxygen get into your bloodstream ?,1
What is the name of the stadium the Seattle Mariners play in ?,1
How do sea sponges benifit the environment ?,0
What is popular music in the us ?,1
How much does a cup of peanuts weigh ?,1
What are five diseases caused by bacteria and their symtoms ?,0
What is the value of a two dollar 1953 US note ?,1
What is the youth population of huntington wv ?,1
What color is chris browns birthstone color ?,0
How do you use yellow extended release xanax x ?,1
What is the price of an original Roger Staubach football card ?,1
How did james clerk maxwell start ?,1
Can a monkey play basketball ?,1
What region is Cyprus located in ?,1
How big is gorilla is ?,0
How can you get the miniclip rank award ?,1
The name of daddy yankee pets ?,0
What is sand 's density ?,1
What is uterin cancer ?,1
What are two raw materrials of cement ?,0
What can icebergs do to a ship ?,1
How much does sonography get paid ?,0
Percent of teens who drive sibilings ?,0
What is the secret sauce ?,1
What did aristotle have right ?,1
Where is the 2001 Chevy Impala Coolant temperature sensor located a 3.4 engine ?,0
How many satellites around saturn ?,0
What can glucose be detected by ?,1
In what year was the movie dirty dancing released ?,1
How can i make my own default layout on myspace ?,1
Can dogs go through menopause ?,1
What is slower snail slug ?,0
What is department codes of petroleum engineering in anna university ?,0
Wich composer was a catholic priest ?,0
Name the different type of merger ?,0
How do 2 or 3 toed sloths defend themselves ?,1
Are television sHow is in qouts ?,0
What is the strongest animal in the junggle ?,0
How do you convert weight into length ?,1
Is there a superman cheat for cj ?,1
How much does a electrician earn a year ?,1
Tyra and beyonce net worth ?,0
Rome to verona by train ?,0
What is the output of the heart measured in ?,1
The Russian language belongs to what branch of the Indo-European family of languages ?,1
What do the nike symbol mean ?,0
Does stephanie rice eat lots of rice ?,1
What are the things that are man made ?,1
Nerves to the central auditory system and brain ?,0
What did pennsylvania eat and drink ?,0
How do you install a thermostat on a 2000 oldsmobile alero ?,1
How could blocked arteries be treated ?,1
What temperatures are near absolute zero ?,1
What is the standard size of a living room couch ?,1
The structure of Golgi Apparatus ?,0
Are all multicelluar organisms all identical ?,1
How did muhammad ali show islams commitment to piece ?,0
What is a model 188 springfield worth ?,1
How did Hernan Cortes conquore the Aztec empire ?,0
What is the property of a fluid that represents its resistansce to flow ?,1
What is the icon on the desktop that provides a user with immediate acess to a program ?,1
When did giovanni da verrazano become born ?,0
Average penis size for age 17 ?,1
What can equal up to 1 milliliter ?,1
On funbrain what are all of the user passwords ?,1
How much money does a marketing consultant earn in a month ?,1
What is deodorant cake ?,1
Why was the stamp act the most hated taxes of the colonies ?,0
When was he born mahe drysdale born ?,0
Can chinse dwarf hamsters eat carrots ?,1
How many elementary schools in canada ?,0
.4 change to fraction ?,0
Are is most wired communication will soon use fiber optics ?,0
Smithsonian Institution is in what state ?,1
What is joes favoret color ?,0
What is the wave lengh of red light ?,0
Who are Henery Hudson Sponsors ?,0
What was the differences between how boys and girls were brought up by their parents in the north east ?,1
What is maxtor maxblast ?,1
How much is an alvarez ad60k guitar worth ?,1
Seasonal hotel meaning ?,0
What is the top salary of a Heavy equipment operator ?,1
Which planets are classified as the jovian ?,1
Shahid address email ?,0
What How much does the typical human brain weigh ?,0
What is was lady gagas first song published ?,0
What is the impact of the renaissance Art ?,0
Where is Chile Located - ?,0
When was aleander bell was born ?,0
How much money does dental technician earn in australia ?,0
What is the slowest swimming animalin the world ?,0
What is israel 's airline called ?,1
What is the scienific name of a tree frog ?,1
How do Buddhists reach the salvation ?,1
The meaning of the name natasha ?,0
How much was Tiger Woods paid in 2007 ?,1
Why is calcium inportant ?,0
What is the roles and fuction of the head nurse ?,0
Where is indana ?,1
The meaning of the nam stephanie ?,0
How much money does a RN make in austin texas ?,1
How many calories 10 oz french fries ?,0
Where was adventureland movie filmed ?,1
How many children does tony fadell have ?,1
Age of natasha bedingfeild ?,0
What is the main language for Jamaica ?,1
Can you make plaster ?,1
What kind of leaves do African Elephants Eat ?,1
What are three major cities in Indiana ?,1
What is patent law applied in the philippines ?,0
What were the effects of the british rule o india ?,0
What is http ssl ?,0
How do you beat the watercress salad on poptropica ?,1
What is the technical term for red blodd cell ?,0
Problems with Free Press ?,0
How much money do you get in a year of being a urologist ?,1
IS Danielle Radcliffe married ?,1
What is mine FX in nikon camera ?,0
Where is the battery located on a 2001 Seville ?,1
How many xcalories in a beef sandwich ?,0
How many grams of dry ingredient in a tablespoon ?,0
Do hamsters had rabies ?,0
What was the first american jetplane ?,1
What is value of 1916 mercury dime ?,0
How much money do historians earn a year ?,1
Why does differential enthalpy control provide greater energy savings than single enthalpy control ?,1
How did the nuestra familia gang start ?,1
What is the name of the capital of south vietnam ?,1
Are hollister shorts to short ?,0
What are cool facts ?,1
How many cups in eleven pounds of salt ?,1
What are the 5 major exports of Canada ?,1
Another word for rescued ?,0
How many jewish died in the hocast ?,0
Which statement is a characteristic of solids ?,1
What is nat wolffs real last name ?,1
How much does barack obama love his family ?,1
What kind of education and training do you have to have to be a surgeon ?,1
Where did Madonna live ?,1
How would a scientest improve a pencil ?,1
How many types of centipedes are their ?,0
How much memorydoes 2GB hold for psp ?,0
How many fatty acids does saturated fat ?,0
Bad effects of industrialisation ?,0
How many kids does angelina joie have now ?,1
Where is the insertion point of the biceps ?,1
Who invented the laptop and where ?,1
How can you get stop motion ?,1
An example of a compound machine is a lever ?,0
How many pets did theodore roosevelt own ?,1
Mass of a bag of sugar in grams ?,0
What is cornea in the eye do ?,0
What are the principals beliefs of judaism ?,0
How do you correct timing on a 97 ford escort ?,0
What is latic acid fermentation seen in ?,1
Real name of david bowie ?,0
How do you use the word debris in a sentence ?,1
Tempcompared to earth and saturn ?,0
The gulf of aden the site of recent pirate attacks connects to which area ?,0
Industry in India without touriam ?,0
How do you explain aerobic repiration ?,1
Where is the flasher unit located on a 2000 dodge durango ?,1
How many ounces does a green pepper weigh ?,1
Annual salary for lawyer ?,0
An obkect 's mass is determined by what ?,0
Meaning of water management and conservation ?,0
Safety of motorcycles ?,0
Roughly what percentage of earths land is protected ?,0
How does the brain interact with the mind to produce consciousness ?,1
What predators does a grasshopper have ?,1
Average heartbeat of a 11 year old ?,0
College applications and entrance requirements for penn state ?,0
How do you repair hair breakage ?,1
What color is mirzam ?,1
What were the eleven articles of impeachment ?,1
What is 3 strikes called ?,1
Staff accountant duties ?,0
What is the uniform for field hockey players ?,1
When is rose 's day celebratedin US ?,0
In which cvountry is volcano popocateplt located ?,0
How much do diapers cost 2010 ?,0
How much money did serena williams make playing tennis ?,1
In the western Hemisphere which country is communist ?,1
What is the super strength password for dinorun ?,1
Use adjourn in a sentence hinting the definition ?,0
Another name for the trisomy 21 ?,0
Can you take suboxon and wellbutrin together ?,1
How many calories in apple 1 oz ?,0
What can Gallium be made into ?,1
What is th capital of Africa ?,0
What is typical pay for accountants ?,1
Migrant worker dust bowl ?,0
Which football pro club as the oldest ground ?,0
What people think about the holocaust ?,1
Agood market is determined by several essential factors please elaborate all those factors ?,0
Are nicole richie and paris hilton friends ?,1
Should you take 1cc of sustanon 250 ?,1
What is the optimal pH of trypsin ?,1
Who were the loosers of the congress of vienna ?,0
What is lil wynes real name ?,0
People born in 1992 ?,0
Who eats tortillas and tacos ?,1
Which oceans surrounds Germany ?,0
35 pounds of water equals what volume ?,0
Do insulators have high or low resistance ?,1
What is the full form of DNA ?,1
How much doe a millimeter equal ?,0
What did sacagawea acomplish ?,1
How much does one cup of flour weigh in grams ?,1
How do you replace a serp belt on 1998 zx2 ?,1
Why was triple jump first done ?,0
What is longest human penis ever ?,1
What is selenas gomez favorite junk food ?,0
What is the normal urinary output of urine in 24 hours ?,1
What Are the lrics to mark henrys theme song ?,0
What is the role of xylem in vasculae plant ?,0
Can one relinquish parental rights to an adopted child ?,1
What do t-mobile store managers make ?,1
What is the value of a British 20 pence 1982 ?,0
What currency do uganda use ?,0
What physical features are prominent in georgia ?,1
Who is in charge of the lutheran church ?,1
What is the main landforms in mississippi ?,0
How do you replace most likely have a heater core that is leaking ?,0
What is lipid found in ?,1
Where did Leonardo Da Vince spend his last years ?,1
What is the number of electoral votes for Tennessee ?,1
What is alaska 's largest cities ?,0
How do you have a big brest ?,0
What is the name of the original ocean ?,1
What were winston churchill 's parent called ?,0
What city is south of japan ?,1
What is the secret mansion in luigi 's mansion ?,1
How much do english policemen get paid ?,1
What level of government is a minority government ?,1
How much money does a child psychologist earn in ontario ?,1
Where do you find the ac relay on a 1992 chevy truck ?,1
What insects are filter feeders ?,1
What is the budgeting trade-off ?,1
What are the dangers of some gases ?,1
What is te lattitude and longitude for france paris ?,0
Mario galaxy cheat to be luigi ?,0
Where is the continent of Indonesia ?,1
What are the main conflicts of the holocaust ?,1
What is temporal to the head ?,0
How do you change file extensions for quicktime ?,1
Furlongs in league ?,0
How do you make propeller ?,0
What is the highest temperature of india ?,1
What is frog 's habitat ?,0
Night of broken glass when nazi danga attacked jewish homes business and synagues in mov 1938 ?,0
Can you use dashes in an essay ?,1
What currency do they use is jamaica ?,0
Which religion was founded first islam or Christianity ?,1
What are three methods protists use to obtain food ?,1
Can you marry your niece in law ?,1
What are the uses of beaker tongs ?,1
Is daniel radcliffe 's death ?,0
How many lb in 7t ?,0
How do you find a companys website ?,0
What did the friars do ?,1
What did Francis Marnio do ?,1
Where is oil plug on a 1999 gmc sierra 1500 5.3 ?,0
Where and when was Cezanne born ?,1
What are the physical characteristics of a tamarin ?,1
Where in california did michael jackson go to school ?,1
What are the use of sodium chloride ?,0
What era did the rocky mountains begin to form in ?,1
Most important foods in the Netherlands ?,0
Which building does Akshay Kumar live in ?,1
How many pieces in a standered dominoes set ?,0
Nursing postoperative care for cesarean section ?,0
How domarketing affects the short and long term planning ?,0
What is tha worlds largest lake ?,0
What percent of grapes is water ?,1
What is the predators of the panda bear ?,0
The mens basketball net is feet high ?,0
When did arthur you become king ?,0
What is the 0th law of thermodynamics ?,1
How do countries prepare for hurricanes ?,1
Rome 's Flavian amphitheater site of gladiator games ect ?,0
How much is a monroe doctrine half dollar coin worth ?,1
What are the Islamic beliefs about life ?,1
249ml butter equals how many grams ?,0
How did the crusades expand trade ?,1
What kinds of vitamins do potatos have ?,1
How do you replace battery in 91 buick lesabre ?,1
What country was shirley temple the ambassitor of ?,1
How did the mirabal sisters die ?,1
What is the range of the salary for a Dermatologist ?,1
Whe is the sea blue ?,0
How much does a dairy queen orange julius franchise owner earn ?,1
What is locomotives used for ?,0
Where is madagasgar located ?,1
Where did algernod washington attend school ?,1
What the difference between rna and dna ?,1
Why was the navigation acts encouraged to smuggle ?,0
The effects of exercise on skeletal ?,0
How many cups of rolled oats are in a pound ?,1
How miles is 50 kilometers ?,0
Best answers of what is the consolidated balance sheet ?,0
How do you catch the dancing monkey on urbz ?,1
What is the function of insulin ?,1
How do you choose the right life insurance plan ?,1
What is the habitat of ants ?,0
What is roxy ?,1
Ibuprofen and acetaminophen mixed what happens ?,0
1993 liberty 1 oz silver-one dollar ?,0
Mermaid 's name in splash ?,0
What is pressurized feed lubrication ?,1
How do you become an actress when you go to stagecoach ?,1
What are typography ?,0
What western and eastern unions are market economy ?,1
What is one cubic centimeter of water in grams ?,1
When was knights of the templar founded ?,0
Where do you buy shop pods on woozworld ?,1
How much does a center link worker earn a month ?,1
Do invertebrate deuterostomes apply to clams ?,1
What did margaret thatcher do and why was this important ?,1
How many feet does a conch have ?,1
What is mega-pixel size ?,0
Why was juan cabrillo so special ?,1
SWhat dose a ladybugs life cycle look like ?,0
What city is the volcano popocatepetl in ?,1
How much money does a doctor makes in a year ?,1
Do focus groups provide quantitative or qualitative data ?,1
How do you find the lewis dot configuration for oxygen ?,1
Animals in panama ?,0
How many serial killers are in Canada ?,1
What deos the cornea do ?,0
What are male turkeys calls ?,0
Can you increase mt stamina ?,0
Which fruits have many seeds inside them ?,1
Method of preparing adobo ?,0
Where did the cherokee inidians live ?,1
What is the thickness of schedule 20 pipe ?,1
How do WiMax transmission speed and distances compare to the IEEE 802.11 standards ?,1
How is pitch related to compression ?,1
What is the normal phase for the atom Uranium ?,1
What was the coast of bread in 1957 ?,0
How many pelicans ?,0
What is the natural temperature on earth ?,1
What is the top 5 songs the jackson 5 made ?,0
When the The Gulf War start ?,0
Animals which eat plants are called ?,0
Most intriguing character in act 2 of the crucible ?,0
What is in he krabby patty recipe ?,0
How high did Tom Brady jump at the combine ?,1
Where is the thermostat on 1997 ford f150 ?,0
What is the rule in electric charges ?,1
How do pandas breath ?,1
What is ms Fishers homework today ?,1
How many total players on a hockey team ?,0
What countrys border arizona ?,0
Do hamsters like alot of room ?,0
Do dogs like jello ?,1
What is the heightof mount everest ?,0
How many body parts does it have ?,1
How is the money made from the medieval ages ?,0
What does the name donald name ?,0
How do you be hornie ?,0
How much legs do cylinder millipedes have ?,0
What were ww1 eating tins used for ?,1
How many members on basketball team ?,0
What is small osteophytes in the medial joint ?,1
What was the cause of mauna loa ?,1
Members and represtatives of congress of vienna ?,0
What is 5 gallon of a liter ?,0
What are the three areas of volcanism ?,1
Where is yale universit located ?,0
Where do mermaids live in exact ?,0
What is the name of the dog on Peter Pan ?,1
What is the role of a uterus lining ?,1
What is the percentage of urine in lake michagan ?,1
What are two major rivers in Washington ?,1
Is jesse martin gay ?,1
Where is the ` birthplace ' of democracy ?,1
Where jaden live jaden smith ?,0
How much is a reg stamp ?,1
How much does a title search cost ?,1
Hw fast is a jet plane ?,0
How do you get the ar to work ?,1
1910 one penny worth ?,0
What is the symptom of bad rings ?,1
Who are Mercator Robinson and Homoiosine ?,1
Who invented the leibniz ?,1
Which elements are monatomic ?,1
How many calories are in a cup of zuchini ?,1
What are some advantages of useing coal as a energy form ?,0
How do you change your mouse to defalt ?,0
Prix-fixe pre fix menu ?,0
Comparative analysis ?,0
How much is 5pounds english money in swedish money ?,0
How do you become a ninja monkey on runescape ?,1
How much does a mechanic at ford earn ?,1
Can you meet hannah personaly ?,0
What date does Ganesh Chaturthi fall on ?,1
How many oscars have tom hanks ?,0
Where do snow leapards live in ?,0
What is paraguans average pay ?,0
What is the words greatest archipelago ?,0
What is Fallacy of Relevance ?,1
Where does emulsifier 481 come from ?,1
When was the first haockey puck invented ?,0
Interesting facts about dessert grassland ?,0
How much is a 1970 silver half sollar worth ?,0
What continent is the Bering sea located ?,0
How many episodes aired of theTV series Friends ?,1
How much does a good doctor get paid ?,1
When was the first airplane created ?,1
Raven Symone sister of Lisa Raye ?,0
What is the boiling point of juice apple ?,0
What coins are most valuable ?,1
A brief description of the major economic activity in new york ?,0
What is the meaning of tithing ?,1
Are your aware about the animal rights ?,0
Who in invented the military tank ?,0
How many wind pipes dp you have ?,0
Standard deviation of the dependent variable ?,0
What is teak used for ?,1
What are two inventions that Galileo invented ?,1
What is the 24th amendment an extension of ?,1
What temperature in C should your refrigerator be at ?,1
What did Gregory Mendel do for science ?,1
What is curtis jackson msn ?,0
What are the main ingredeints of plum pudding ?,1
Religion affiflation of virginia ?,0
The population of men in prison ?,0
What are the paint codes for a 2003 suzuki V-Strom ?,1
What do capillaries function to ?,0
How long does it take to digest chicken or fish ?,1
Where does Sidney Crosbys family live ?,1
Hats the compound of paper ?,0
6 facts on majorca ?,0
What is the value of a us 1918 half dollar ?,1
What did the coast guard start ?,0
Where does ants eat ?,0
How is the economy like in egypt ?,0
What is the main city of the small country Singapore ?,0
What are the properties of aluminium ?,1
What inspired michael jackson to write billie jean ?,1
Where did hippo originate ?,1
Where is parathyroid located ?,1
Do grapes come from ireland ?,1
Wno bought first hummer a list ?,0
Where do flies go for winter time ?,1
When did laura ahsley die ?,0
What city in europe can you see the highest point ?,0
Has tiffany thornton kissed litchel musso ?,1
Are fish producers consumers or decomposers ?,0
Melting point of beeswax in celsius ?,1
What is the main goal of quality circles ?,1
Where dos a fairy live ?,0
What is tiger woods average yardage with a driver ?,1
How do you remove the headlight assembley on a 2000 toyota celica ?,1
What is the weakest point of a tornado ?,1
What are tony hawks accomplishments ?,1
How much does a surgeon earn every surgery ?,1
Are there any museums named after Nikola Tesla ?,1
Aaron rodgers play in college ?,0
What is japan 's main imports ' ?,0
What is the real name for johnny appleseed ?,1
What is the typical heart rate for a teen ?,1
In what year did ecuador gain independent ?,0
How did mother teresa 's accomplishment make the world a better place ?,1
How many stingrays are in a fever of stingrays ?,1
The effect of temperature on yeast cells ?,0
How do you beat the case of the avalanche rescuecase on club penguin ?,0
What is a pandas natural predator ?,1
When did pac-man first come out ?,1
What do mean by differentiation ?,0
How did american popular culture influence motor vehicles in australia during the 1950 's and 60 's ?,1
Where is sidney crosbys home town ?,0
What inspired Henri Matisse ti be an artist ?,0
Sasha obamas birthday ?,0
Is china north of the eqauter ?,0
Normal height of the house ?,0
What is the function of a prostrate gland ?,1
What climate do green iguanas live in ?,1
How many medals mark todd won in his life at the olympics ?,0
What is the smallest county is england ?,0
What is the name of the world s largest bay ?,0
Richard wagner was bornin which country ?,0
What is competition in biloligy ?,0
How do you describ coastal plains ?,0
What is the main economyin france ?,0
What are scotlands technology ?,0
How will geography affect Urbanization ?,1
What planet has the less gravity ?,0
Ten points on save girl child ?,0
The shapes of dna allows it to do what ?,0
Most important invention in the 20th century ?,0
What temperature does an egg needs to hatch ?,0
The film industry ?,0
Who invented flares ?,1
How do you Change Fuel Pump on Subaru Legacy ?,0
